147;;M;;stolen;2021-10-30;NULL;2020-06-30;2020-06-30;NULL;Cairon T 200 SE 500;20CAT200512275;;;;paid;0;1476.9;OK;N;0;0;NULL;1470.95;2019-10-08;1;;NULL;NULL;NULL;1generic;actif;64;12;02-11-21 09:22;02-11-21 09:22
176;;L;;stolen;2020-12-10;2023-12-10;2020-06-25;2020-06-25;NULL;E urban;650BD9A01922;;-;;paid;90;0;OK;N;0;0;NULL;1450;2020-06-01;1;;NULL;NULL;NULL;1generic;actif;185;120;21-01-22 08:49;21-01-22 08:49
235;;M;;selling;2021-12-02;2021-12-02;2020-07-10;2020-09-23;2021-12-07;Cairon T 200 SE 500;20CAT200512963;;ML309200;;monthly;0;1884.29;OK;N;0;0;NULL;1470.95;2020-10-08;1;;NULL;NULL;NULL;1generic;actif;65;731;07-12-21 09:52;07-12-21 09:52
238;;M;Noir;stolen;2021-10-30;NULL;2020-07-10;2020-09-23;NULL;Cairon T 200 SE 500;20CHT200512959;413366;ML308378;;paid;0;1478.9;OK;N;0;0;NULL;1470.95;2020-10-08;1;;NULL;NULL;NULL;1generic;actif;65;12;02-11-21 09:23;02-11-21 09:23
287;;M;;stock;NULL;NULL;2020-07-20;2020-07-20;NULL; ;20CAT200WM10460;;365454;;paid;0;0;OK;N;0;0;NULL;1470.95;2019-10-08;1;;KAMEO;NULL;NULL;1generic;actif;63;12;22-12-21 16:42;22-12-21 16:42
378;;M;Bleu mat/noir;order;NULL;NULL;NULL;0000-00-00;NULL;Sapric Dry 6;-;NULL;NULL;NULL;;NULL;0;OK;N;0;0;NULL;1559.75;0000-00-00;1;NULL;NULL;NULL;NULL;1generic;actif;194;12;18-11-20 10:05;18-11-20 10:05
379;;M;Blanc;order;NULL;NULL;NULL;0000-00-00;NULL;Victoria eTrekking 8,8;-;NULL;NULL;NULL;;NULL;0;OK;N;0;0;NULL;1619.26;0000-00-00;1;NULL;NULL;NULL;NULL;1generic;actif;151;12;25-10-20 19:05;25-10-20 19:05
380;;-;Bleu;order;NULL;NULL;NULL;0000-00-00;NULL;E folding 7,1;-;NULL;NULL;NULL;;NULL;0;OK;N;0;0;NULL;1712;0000-00-00;1;NULL;NULL;NULL;NULL;1generic;actif;220;12;25-10-20 19:05;25-10-20 19:05
381;;-;Bleu;order;NULL;NULL;NULL;0000-00-00;NULL;E folding 7,1;-;NULL;NULL;NULL;;NULL;0;OK;N;0;0;NULL;1712;0000-00-00;1;NULL;NULL;NULL;NULL;1generic;actif;220;12;25-10-20 19:05;25-10-20 19:05
393;;-;Black Matt/Grey;order;NULL;NULL;NULL;2020-10-30;NULL;eManufaktur 12,9;TBC;NULL;TBC;NULL;;NULL;0;OK;N;0;0;NULL;2100.8;2020-10-30;1;NULL;NULL;NULL;NULL;1generic;actif;195;12;30-10-20 12:46;30-10-20 12:46
408;;L;Bleu/Noir;leasing;2021-08-27;2024-08-27;2021-06-30;2021-06-04;NULL;Xyron S 527;SCW211200009122;;-;;monthly;170;0;OK;Y;0;0;NULL;3143;2020-09-30;1;;Sauveniere;NULL;NULL;1generic;actif;347;404;02-09-21 10:03;02-09-21 10:03
414;;unique;NULL;order;NULL;NULL;NULL;0000-00-00;NULL;Folding Bike Power;-;NULL;NULL;NULL;;NULL;0;OK;N;0;0;NULL;1504.13;0000-00-00;1;NULL;NULL;NULL;NULL;1generic;actif;132;12;27-12-20 13:50;27-12-20 13:50
431;;XL;Blue;stock;NULL;NULL;NULL;2021-02-03;NULL;e Touring 8,8;20ETOUR8811005;ABUS 443256;AXA 1422V;;paid;0;0;OK;N;0;0;NULL;1652;2021-02-03;1;;KAMEO;NULL;NULL;1generic;actif;498;12;17-12-21 09:02;17-12-21 09:02
435;;M;;stock;NULL;NULL;NULL;2021-02-03;NULL;Friday 27 FS Speed;VL5M0344FLT120072;;AXA 1219V;SPCT320;paid;0;0;OK;N;0;0;NULL;3230.5;2021-02-03;1;;KAMEO;NULL;NULL;1generic;actif;389;12;28-01-22 16:25;28-01-22 16:25
436;;M;Noir;stock;NULL;NULL;2021-05-25;2021-05-05;NULL;Xyron S 427;CSW210800002732;NULL;-;NULL;;0;0;OK;N;0;0;NULL;2796.67;2020-09-17;1;;KAMEO;NULL;NULL;1generic;actif;346;12;15-05-21 16:08;15-05-21 16:08
445;;M;;stock;NULL;NULL;2021-03-05;2021-04-28;NULL;Dimanche 29,5 Gravel;H1LVM12760;;/;;paid;0;0;OK;N;0;0;NULL;2119.5;2020-09-01;1;/;Sauveniere;NULL;NULL;1generic;actif;471;12;13-06-21 15:52;13-06-21 15:52
446;;M;;stock;NULL;NULL;2021-03-05;2021-04-27;NULL;Dimanche 29,3 Gravel;H1LVM12752;NULL;/;NULL;paid;0;0;OK;N;0;0;NULL;2119.5;2020-09-01;1;/;KAMEO;NULL;NULL;1generic;actif;471;12;27-04-21 13:54;27-04-21 13:54
447;;L;;stock;NULL;NULL;2021-03-05;2021-04-28;NULL;Dimanche 29,3 Gravel;H1LVM12695;434613;7857L;;paid;0;0;OK;N;0;0;NULL;2119.5;2020-09-01;1;/;KAMEO;NULL;NULL;1generic;actif;471;12;31-05-21 14:24;31-05-21 14:24
449;;L;Noir;stock;NULL;NULL;2021-03-26;2020-12-15;NULL;Friday 27 FS Speed;H0BVM05701;NULL;/;NULL;paid;0;0;OK;N;0;0;NULL;3230.5;2020-09-01;1;/;KAMEO;NULL;NULL;1generic;actif;389;12;15-05-21 15:54;15-05-21 15:54
452;;M;;stock;NULL;NULL;2021-05-31;2021-07-05;NULL;Samedi 27 Xroad 7;H1CVM08708;;/;;paid;0;0;OK;N;0;0;NULL;2063.5;2020-09-01;1;/;Sauveniere;NULL;NULL;1generic;actif;460;12;05-07-21 18:04;05-07-21 18:04
453;;M;;stock;NULL;NULL;2021-05-31;2021-07-05;NULL;Samedi 27 Xroad 7;H1AVM07621;;/;;paid;0;0;OK;N;0;0;NULL;2507.5;2020-09-01;1;/;KAMEO;NULL;NULL;1generic;actif;460;12;05-07-21 09:49;05-07-21 09:49
455;;unique;Bleu;stolen;2021-10-30;NULL;2021-08-31;2021-10-25;NULL;Lundi 27,1;H2DVM11302;;M307613;;paid;0;0;OK;N;0;0;NULL;1686;2020-09-01;1;/;NULL;NULL;NULL;1generic;actif;431;12;02-11-21 09:18;02-11-21 09:18
456;;L;Blanc;pending_delivery;NULL;NULL;2021-06-30;2021-10-25;NULL;Samedi 29 Trail 4;H1CVM01608;;-;;paid;0;0;OK;N;0;0;NULL;2785.5;2020-09-01;1;-;KAMEO;NULL;NULL;1generic;actif;483;282;02-02-22 15:14;02-02-22 15:14
457;;L;N/A;stock;NULL;NULL;2021-06-30;2021-10-25;NULL;Samedi 29 Trail 4;H2FVM09518;;-;;paid;0;0;OK;N;0;0;NULL;2785.5;2020-09-01;1;-;KAMEO;NULL;NULL;1generic;actif;483;12;28-10-21 18:17;28-10-21 18:17
458;;M;N/A;stock;NULL;NULL;2021-08-31;2022-02-01;NULL;Samedi 28,2 Open;H2DZM11413;;-;;paid;0;0;OK;N;0;0;NULL;1563.5;2020-09-01;1;-;KAMEO;NULL;NULL;1generic;actif;444;12;01-02-22 09:40;01-02-22 09:40
459;;M;N/A;stock;NULL;NULL;2021-08-31;2022-02-01;NULL;Samedi 28,2 Open;H2AZM03130;;1113V;;paid;0;0;OK;N;0;0;NULL;1563.5;2020-09-01;1;-;KAMEO;NULL;NULL;1generic;actif;444;12;10-02-22 08:56;10-02-22 08:56
460;;L;N/A;order;NULL;NULL;2021-09-30;0000-00-00;NULL;Samedi 28,2;-;NULL;-;NULL;;NULL;0;OK;N;0;0;NULL;1563.5;2020-09-01;1;-;NULL;NULL;NULL;1generic;actif;442;12;27-05-21 11:34;27-05-21 11:34
461;;L;N/A;order;NULL;NULL;2021-09-30;0000-00-00;NULL;Samedi 28,2;-;NULL;-;NULL;;NULL;0;OK;N;0;0;NULL;1563.5;2020-09-01;1;-;NULL;NULL;NULL;1generic;actif;442;12;27-05-21 11:33;27-05-21 11:33
462;;L;N/A;order;NULL;NULL;2021-09-30;0000-00-00;NULL;Samedi 28,2;-;NULL;-;NULL;;NULL;0;OK;N;0;0;NULL;1563.5;2020-09-01;1;-;NULL;NULL;NULL;1generic;actif;442;12;27-05-21 11:34;27-05-21 11:34
463;;M;N/A;stock;NULL;NULL;2021-09-30;2022-01-31;NULL;Samedi 28,5;H2HVM05883;;M601081;;paid;0;0;OK;N;0;0;NULL;1841.5;2020-09-01;1;-;KAMEO;NULL;NULL;1generic;actif;447;12;31-01-22 09:48;31-01-22 09:48
464;;L;N/A;order;NULL;NULL;2021-09-30;0000-00-00;NULL;Samedi 28,5;-;NULL;-;NULL;;NULL;0;OK;N;0;0;NULL;1841.5;2020-09-01;1;-;NULL;NULL;NULL;1generic;actif;447;12;27-05-21 11:40;27-05-21 11:40
465;;L;N/A;order;NULL;NULL;2021-09-30;0000-00-00;NULL;Samedi 28,5;-;NULL;-;NULL;;NULL;0;OK;N;0;0;NULL;1841.5;2020-09-01;1;-;NULL;NULL;NULL;1generic;actif;447;12;27-05-21 11:40;27-05-21 11:40
466;;S;N/A;order;NULL;NULL;2021-10-31;0000-00-00;NULL;Samedi 28,2 Open;-;NULL;-;NULL;;NULL;0;OK;N;0;0;NULL;1563.5;2020-09-01;1;-;NULL;NULL;NULL;1generic;actif;444;12;27-05-21 11:38;27-05-21 11:38
467;;S;N/A;order;NULL;NULL;2021-10-31;0000-00-00;NULL;Samedi 28,2 Open;-;NULL;-;NULL;;NULL;0;OK;N;0;0;NULL;1563.5;2020-09-01;1;-;NULL;NULL;NULL;1generic;actif;444;12;27-05-21 11:36;27-05-21 11:36
468;;S;N/A;order;NULL;NULL;2021-10-31;0000-00-00;NULL;Samedi 28,2 Open;-;NULL;-;NULL;;NULL;0;OK;N;0;0;NULL;1563.5;2020-09-01;1;-;NULL;NULL;NULL;1generic;actif;444;12;27-05-21 11:35;27-05-21 11:35
469;;M;N/A;order;NULL;NULL;2021-09-30;0000-00-00;NULL;Samedi 28,2;-;NULL;-;NULL;;NULL;0;OK;N;0;0;NULL;1563.5;2020-09-01;1;-;NULL;NULL;NULL;1generic;actif;442;12;27-05-21 11:32;27-05-21 11:32
470;;M;N/A;order;NULL;NULL;2021-09-30;0000-00-00;NULL;Samedi 28,2;-;NULL;-;NULL;;NULL;0;OK;N;0;0;NULL;1563.5;2020-09-01;1;-;NULL;NULL;NULL;1generic;actif;442;12;27-05-21 11:31;27-05-21 11:31
471;;M;N/A;order;NULL;NULL;2021-09-30;0000-00-00;NULL;Samedi 28,2;-;NULL;-;NULL;;NULL;0;OK;N;0;0;NULL;1563.5;2020-09-01;1;-;NULL;NULL;NULL;1generic;actif;442;12;27-05-21 11:31;27-05-21 11:31
472;;S;N/A;order;NULL;NULL;2021-09-30;0000-00-00;NULL;Samedi 28,5 Open;-;NULL;-;NULL;;NULL;0;OK;N;0;0;NULL;1841.5;2020-09-01;1;-;NULL;NULL;NULL;1generic;actif;448;12;27-05-21 11:30;27-05-21 11:30
473;;M;N/A;order;NULL;NULL;2021-09-30;0000-00-00;NULL;Samedi 28,5 Open;-;NULL;-;NULL;;NULL;0;OK;N;0;0;NULL;1841.5;2020-09-01;1;-;NULL;NULL;NULL;1generic;actif;448;12;27-05-21 11:30;27-05-21 11:30
474;;M;N/A;order;NULL;NULL;2021-09-30;0000-00-00;NULL;Samedi 28,5 Open;-;NULL;-;NULL;;NULL;0;OK;N;0;0;NULL;1841.5;2020-09-01;1;-;NULL;NULL;NULL;1generic;actif;448;12;27-05-21 11:28;27-05-21 11:28
475;;M;N/A;order;NULL;NULL;2021-09-30;0000-00-00;NULL;Samedi 28,5 Open;-;NULL;-;NULL;;NULL;0;OK;N;0;0;NULL;1841.5;2020-09-01;1;-;NULL;NULL;NULL;1generic;actif;448;12;27-05-21 11:29;27-05-21 11:29
476;;M;N/A;order;NULL;NULL;2021-10-31;0000-00-00;NULL;Samedi 27 Xroad 2;-;NULL;-;NULL;;NULL;0;OK;N;0;0;NULL;1674.5;2020-09-01;1;-;NULL;NULL;NULL;1generic;actif;453;12;27-05-21 11:26;27-05-21 11:26
